Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
,Aerolineas Argentinas,Economy Class,,17th March 2014,1,3,0,Australia,,no,SYD-EZE on 29/10/2013 and returned EZE-SYD on 22/01/2014. The check-in at Sydney was slow and inefficient. There is no online check-in option for this flight and no seats are allocated prior to check-in so though you should only need to be there 2/3 hours before for an international flight I actually was told to get there 4 hours before just to get a decent seat and even then I queued for nearly an hour to check-in. Boarding was smooth and uneventful. The plane was clean but old. The in-flight entertainment system is horrendous. Considering this is a 15 hour direct flight there is no seat-back entertainment system. There is one large monitor at the front of the cabin and a few smaller ones spaces sporadically. The picture quality is terrible obviously no option to select subtitles if you are not a Spanish speaker. The movies were the same two films on repeat for the 15 hours. Nothing else. The food was adequate though the ran out of some food options leaving my companion to eat vegetarian or nothing else. Obviously the wine is good - it's Argentinean - but the drinks are just served with meals. If you press your call button it is ignored and switched off. I gave up trying to get some water. Breakfast was terrible none of it was edible. Flying back EZE-SYD was not much better. Check-in was a little easier and fortunately this time I managed to get a window seat. Upon boarding I discovered the plane was not full so I had two seats to myself. The only good thing to happen on this flight. The food was just as bad the availability or lack thereof of drinks was the same as before. The toilets were filthy and were obviously not checked or cleaned during the flight. The call-buttons were again ignored. The entertainment system was the same again this time they showed two English language films with Spanish subtitles a slight improvement but still the same on repeat for 15 hours. I would not recommend Aerolineas economy to anyone.,,4,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,feff09ed-883f-4c71-9ece-2739957d56dc
,Air Algerie,,,31st May 2006,0,0,0,,,no,The service is a shambles! I have travelled with Air Algerie more than 6 times since July 05. Their systems need to be modernised! No allocated seating carry your own suitcase to the porters on the runway cabin crew never smile or ask if you are okay. Baggage allowance for different people. The only positive comment is they serve relatively hot food. What saddens me more than anything is the fact that the flight is so short it doesn't take alot to make it a good flight! The price you pay is extortionate in comparison to what you receive!,,0,0,air-algerie,Air Algerie customer review,,,0,0,e314b5c8-a235-427f-911e-c057808b5063
,Air Algerie,,,21st October 2005,0,0,0,,,no,I have never encountered an airline where the passengers themselves have to collect the luggage from the runway! This happened to me thrice with Air Algerie: Lyon to Constantine 2002 Lyon to Annaba 2004 and Constantine to Paris 2005. I am afraid Air Algerie had a lot to learn to be internationally competent.,,0,0,air-algerie,Air Algerie customer review,,,0,0,19c4478b-3950-401d-bbff-a75cc3be2982
,Air Algerie,,,15th August 2005,0,0,0,,,no,What a disappointment! Air Algerie need to improve if their star rating and credibility with other operators is to be upped. My ticket was purchased in the UK through an independent travel broker. No problems there but the ticket was not available for collection when I arrived to check-in at Heathrow. The incompetent Air Algerie rep then took one hour to sort this problem out. To add insult to injury I was flying business class but did not get to see the lounge or do any shopping as the check-in desk had closed by the the time my problem had been resolved. Business class on Air Algerie is a joke. The only additional privilege I could see was an extra four inches of leg room. The interior of the aircraft was shabby the upholstery was dirty and there was even old food and hair in the table stowage area. The food was ok and the service was relatively attentive but I couldn't help but think that it was all a bit too much of an effort for the staff. Come on Air Algerie. Get a grip on your customer service priorities refurbish the aircraft change the menu provide service with a smile - and keep the cabin clean!,,0,0,air-algerie,Air Algerie customer review,,,0,0,956be72c-7578-4cc3-89bf-c73731fb0f86
,Air Algerie,,,28th June 2005,0,0,0,,,no,I'm an Algerian living in Ottawa Canada. I fly with Air Algerie every two years for my vacation to Algeria. I always leave Montreal or Toronto for some European city and then connect with Air Algerie to Algiers. I also use Air Algerie domestically when i arrive to fly Algiers-Annaba. Flying with them every two years has given me the privilege of seeing the airline grow and IMPROVE. The food is great and plentiful even on the 2h flights from Paris and Frankfurt and the 1h30min. flights from Casablanca. Most other airlines don't even offer HOT meals on such short flights. I find their planes to be quite nice and they are trying to improve them. They phased out the 727s and 732s leaving only the newest and best also adding to it the Airbus 332s. The extension of the International terminal at Algiers gives you a more comfortable and modern lounge/check-in area and hopefully with the completion of the new terminal it will be even better. I find their only problem to be frequent delays. Other than that good service and good planes.,,0,0,air-algerie,Air Algerie customer review,,,0,0,dc1defd8-cef2-4c60-8dc3-e20d2ee72acf
,Air Algerie,,,24th June 2005,0,0,0,,,no,Lyon to Annaba on Air Algerie yesterday. My father who lives in Annaba flies Air Algerie regularly on work and is absolutely fed up with the airline. At Lyon one corner had been allocated for Air Algerie check-in. It seems even the airport authorities have given up on that corner. A good amount of chaos. In the line before the immigration gate few Algerians broke the wire cordon jumped in and broke the queue in spite of being reprimanded by airport officials. Boarding was disorganized with no priority boarding for business class or for the elderly. Upon entering the plane I discovered that seat numbers meant nothing. My seat was occupied and the FA politely told me I could sit anywhere! Food was horrible. They ran out of water bottles and started serving water in glasses poured out at the back of the aircraft. The water had a fair amount of salt in it. Upon landing at Annaba it took us over an hour to get out of the chaotic airport despite having cleared immigration in 10 minutes. Basically the bags took that long to come out and this when the Lyon flight was the only flight that arrived at the airport that time...when we landed there was not a single aircraft other than ours (domestic or international!!),,0,0,air-algerie,Air Algerie customer review,,,0,0,327f88c2-253a-4217-9e99-055b1dc20a39
,Air Algerie,,,23rd May 2005,0,0,0,,,no,I live in London . I agree with all the negative points said by the people in the comments and I would like to add that it is impossible for people to get through the phone to contact Air Algerie agency in order to book or to buy a ticket - and if we make a booking through internet we don't get an answer that the booking has been accepted or not !,,0,0,air-algerie,Air Algerie customer review,,,0,0,ac6863e2-ed7d-40c7-a05d-8ecca0384721
,Air Algerie,,,20th April 2005,0,0,0,,,no,Positives : Food quality. Recent efforts to renew the fleet. Crew friendliness Non-smoking restrictions (though I'm a smoker I consider this a plus) Negatives : Delays (too frequent). Transit lounge (poor comfort). Business & First Class lounge (poor comfort as compared to other airlines). Hygiene on board (dirty WCs sometimes even dirty seats). Inflight entertainment (non-existent). Seating allocation (non-existent). Algiers airport duty free shopping and facilities (poor standards). One of the most expensive airline for $ per distance.,,0,0,air-algerie,Air Algerie customer review,,,0,0,729a8f6c-0924-494c-9337-204d7c6858b2
,Aerolineas Argentinas,Economy Class,,11th March 2014,5,5,0,France,8,yes,AEP-MDZ MDZ-AEP in a new embraer. Really satisfied with the service. A small beverage offered with some 'alfajores' to eat. Nice trip in both ways and both legs on time. Really impressed by improvement of Aerolineas compared with its competitors in Europe. Small entertainment offered with Argentinean music videos and TV shows. Fantastic.,,5,5,aerolineas-argentinas,Aerolineas Argentinas customer review,,,5,0,feedc199-45aa-4dc6-96eb-7a5169ec5149
,Aerolineas Argentinas,Economy Class,,26th February 2014,0,2,0,UnitedKingdom,3,no,AR 2467 from Mendoza to BA on 17/02. Several flights in last 3 weeks. Flights late no information staff unhelpful and couldn't even be bothered to clear the cabin. Missed one connection and took three attempts to get anyone to rebook it. Our luggage went without us. Thought Vietnam Airlines were bad but AA could teach them a thing or two!,,2,1,aerolineas-argentinas,Aerolineas Argentinas customer review,,,2,0,d4384f17-5586-4e99-81cc-4afcbe8a655d
,Aerolineas Argentinas,Economy Class,,15th February 2014,4,3,0,Switzerland,8,yes,I took 3 domestic flights (Aeroparque-Salta Menodza-Bariloche in Y and Bariloche-Aeroparque in C-Class) with Aerolineas Argentinas in the last 3 weeks. Each flight was leaving and arriving on time the crew were nice though not all of the crew members spoke English. The snacks as well as the drinks offered were rather boring but free of charge. The planes were comfortable enough for the short flights especially the brand new Embraer of Air Austral with IFE in each seat were great!,,4,3,aerolineas-argentinas,Aerolineas Argentinas customer review,,,4,0,20c48bef-9d50-47ae-a2af-641f9e316b85
,Aerolineas Argentinas,Economy Class,,12th February 2014,1,2,0,Australia,1,no,Took 4 flights in Jan: SYD-EZE - no dramas other than ordinary food and lack of entertainment (a tiny central screen that is off color and barely able to hear the audio on my headphones) on a 15.5 hr flight. EZE-FTE - they changed the airport 8 hours before the flight (from EZE to AEP ) luckily I arrived early and they put me on a bus to the other airport. Delayed 30min. FTE-EZE - delayed 3 hours apparently because of storms in BA that morning but I had a 1630 flight and they never managed to catch up. EZE-SYD - delayed 16 hours initially for heavy rain in BA then they needed fresh crew then the new crew arrived late then missed curfew at Sydney airport. We waited at the airport and departure times kept getting pushed back. Missed my domestic connection but was able to rebooked the next day. At least the airport has free Wi-Fi. Staff do not care and were not helpful will never fly them again!,,3,2,aerolineas-argentinas,Aerolineas Argentinas customer review,,,1,0,dabaa8d6-0ea4-4a82-9f90-6b9cdd0dca82
